"tahun,provinsi,kabupaten_kota,kecamatan,kelurahan,jenis_kelamin,pekerjaan,jumlah"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Imam Mesjid,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Pendeta,4"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Pastor,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Wartawan,2"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Ustadz/Mubaligh,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Anggota DPR-RI,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Anggota DPD,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Anggota BPK,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Bupati,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Dosen,25"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Guru,81"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Pilot,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Pengacara,1"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Notaris,3"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Arsitek,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Akuntan,1"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Konsultan,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Dokter,23"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Bidan,3"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Perawat,5"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Apoteker,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Psikiater/Psikolog,1"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Pelaut,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Sopir,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Pedagang,29"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Wiraswasta,196"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,Lainnya,16"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Belum/Tidak Bekerja,41"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Mengurus Rumah Tangga,2269"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Pelajar/Mahasiswa,137"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Pensiunan,124"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Pegawai Negeri Sipil,74"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Tentara Nasional Indonesia,1"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Kepolisian RI,1"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Perdagangan,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Petani/Pekebun,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Konstruksi,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Karyawan Swasta,1019"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Karyawan BUMN,20"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Karyawan BUMD,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Karyawan Honorer,1"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Buruh Harian Lepas,23"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Buruh Tani/Perkebunan,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Pembantu Rumah Tangga,2"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Tukang Jahit,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Mekanik,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Seniman,1"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Pendeta,1"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Pastor,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Wartawan,2"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Ustadz/Mubaligh,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Juru Masak,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Anggota BPK,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Anggota DPRD Provinsi,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Dosen,20"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Guru,73"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Pilot,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Pengacara,3"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Notaris,2"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Arsitek,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Akuntan,1"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Konsultan,3"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Dokter,28"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Bidan,2"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Perawat,20"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Apoteker,1"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Psikiater/Psikolog,1"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Pelaut,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Peneliti,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Sopir,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Pedagang,22"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Biarawan/Biarawati,2"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Wiraswasta,310"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,Lainnya,8"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Belum/Tidak Bekerja,20"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Mengurus Rumah Tangga,1696"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Pelajar/Mahasiswa,51"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Pensiunan,100"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Pegawai Negeri Sipil,56"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Tentara Nasional Indonesia,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Kepolisian RI,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Perdagangan,1"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Petani/Pekebun,1"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Peternak,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Transportasi,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Karyawan Swasta,597"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Karyawan BUMN,15"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Karyawan BUMD,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Karyawan Honorer,2"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Buruh Harian Lepas,11"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Buruh Tani/Perkebunan,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Pembantu Rumah Tangga,5"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Tukang Kayu,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Mekanik,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Seniman,2"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Pendeta,2"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Wartawan,2"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Ustadz/Mubaligh,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Anggota Mahkamah Konstitusi,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Wakil Walikota,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Dosen,20"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Guru,39"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Pilot,1"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Pengacara,1"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Notaris,5"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Arsitek,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Akuntan,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Konsultan,1"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Dokter,26"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Bidan,2"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Perawat,4"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Apoteker,1"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Pelaut,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Sopir,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Pedagang,30"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Perangkat Desa,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Wiraswasta,182"
"2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,Lainnya,8"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Belum/Tidak Bekerja,25"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Mengurus Rumah Tangga,1699"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Pelajar/Mahasiswa,35"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Pensiunan,15"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Pegawai Negeri Sipil,8"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Tentara Nasional Indonesia,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Kepolisian RI,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Perdagangan,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Nelayan/Perikanan,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Industri,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Konstruksi,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Transportasi,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Karyawan Swasta,294"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Karyawan BUMN,2"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Karyawan BUMD,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Karyawan Honorer,3"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Buruh Harian Lepas,14"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Buruh Tani/Perkebunan,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Buruh Peternakan,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Tukang Jahit,1"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Mekanik,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Seniman,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Tabib,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Pendeta,1"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Wartawan,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Ustadz/Mubaligh,2"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Dosen,2"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Guru,23"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Pengacara,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Konsultan,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Dokter,3"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Bidan,1"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Perawat,2"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Pelaut,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Sopir,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Pedagang,38"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Biarawan/Biarawati,17"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Wiraswasta,101"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,Lainnya,18"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Belum/Tidak Bekerja,38"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Mengurus Rumah Tangga,2369"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Pelajar/Mahasiswa,106"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Pensiunan,66"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Pegawai Negeri Sipil,47"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Tentara Nasional Indonesia,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Kepolisian RI,3"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Perdagangan,2"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Petani/Pekebun,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Industri,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Konstruksi,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Transportasi,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Karyawan Swasta,869"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Karyawan BUMN,11"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Karyawan BUMD,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Karyawan Honorer,2"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Buruh Harian Lepas,14"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Buruh Tani/Perkebunan,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Pembantu Rumah Tangga,3"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Tukang Jahit,2"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Mekanik,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Seniman,2"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Pendeta,4"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Pastor,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Wartawan,1"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Dosen,7"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Guru,58"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Pengacara,2"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Notaris,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Arsitek,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Akuntan,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Konsultan,4"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Dokter,13"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Bidan,7"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Perawat,8"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Apoteker,3"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Pelaut,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Peneliti,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Sopir,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Pedagang,46"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Biarawan/Biarawati,18"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Wiraswasta,263"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,Lainnya,10"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Belum/Tidak Bekerja,11"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Mengurus Rumah Tangga,741"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Pelajar/Mahasiswa,15"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Pensiunan,6"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Pegawai Negeri Sipil,6"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Tentara Nasional Indonesia,1"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Kepolisian RI,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Perdagangan,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Petani/Pekebun,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Karyawan Swasta,239"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Karyawan BUMN,2"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Karyawan Honorer,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Buruh Harian Lepas,8"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Pembantu Rumah Tangga,4"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Tukang Jahit,1"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Tukang Gigi,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Mekanik,0"
"2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,Seniman,1"
